min_n,tree_depth,learn_rate,loss_reduction,.metric,.estimator,mean,n,std_err,.config
7,1,7.0960872177669114e-9,4.9429043168275446e-8,sens,binary,1,5,0,Preprocessor1_Model07
30,8,2.6304587536469327e-5,3.522453455657897e-4,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model08
30,8,2.6304587536469327e-5,3.522453455657897e-4,kap,binary,0,5,0,Preprocessor1_Model08
30,8,2.6304587536469327e-5,3.522453455657897e-4,roc_auc,binary,0.6087802689316588,5,0.0036110842953966903,Preprocessor1_Model08
30,8,2.6304587536469327e-5,3.522453455657897e-4,sens,binary,1,5,0,Preprocessor1_Model08
35,1,0.02166253833964787,0.027395530442534156,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model09
35,1,0.02166253833964787,0.027395530442534156,kap,binary,0,5,0,Preprocessor1_Model09
35,1,0.02166253833964787,0.027395530442534156,roc_auc,binary,0.6131058696910998,5,0.0024133145358257863,Preprocessor1_Model09
35,1,0.02166253833964787,0.027395530442534156,sens,binary,1,5,0,Preprocessor1_Model09
19,4,4.715795287310619e-7,2.668431951447193e-4,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model10
19,4,4.715795287310619e-7,2.668431951447193e-4,kap,binary,0,5,0,Preprocessor1_Model10
19,4,4.715795287310619e-7,2.668431951447193e-4,roc_auc,binary,0.6055302143419249,5,0.0044729810511820985,Preprocessor1_Model10
19,4,4.715795287310619e-7,2.668431951447193e-4,sens,binary,1,5,0,Preprocessor1_Model10
17,2,1.391598288009441e-10,1.0933671958000803e-6,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model11
17,2,1.391598288009441e-10,1.0933671958000803e-6,kap,binary,0,5,0,Preprocessor1_Model11
17,2,1.391598288009441e-10,1.0933671958000803e-6,roc_auc,binary,0.5,5,0,Preprocessor1_Model11
17,2,1.391598288009441e-10,1.0933671958000803e-6,sens,binary,1,5,0,Preprocessor1_Model11
22,5,6.534106237422742e-9,0.5813505679566209,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model12
22,5,6.534106237422742e-9,0.5813505679566209,kap,binary,0,5,0,Preprocessor1_Model12
22,5,6.534106237422742e-9,0.5813505679566209,roc_auc,binary,0.5,5,0,Preprocessor1_Model12
22,5,6.534106237422742e-9,0.5813505679566209,sens,binary,1,5,0,Preprocessor1_Model12
25,3,1.0519842797281744e-6,0.08386232552880517,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model13
25,3,1.0519842797281744e-6,0.08386232552880517,kap,binary,0,5,0,Preprocessor1_Model13
25,3,1.0519842797281744e-6,0.08386232552880517,roc_auc,binary,0.5987262040751855,5,0.001204098920643402,Preprocessor1_Model13
25,3,1.0519842797281744e-6,0.08386232552880517,sens,binary,1,5,0,Preprocessor1_Model13
35,15,1.3279176602906614e-5,3.525726465585054e-9,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model14
35,15,1.3279176602906614e-5,3.525726465585054e-9,kap,binary,0,5,0,Preprocessor1_Model14
35,15,1.3279176602906614e-5,3.525726465585054e-9,roc_auc,binary,0.6086278091867164,5,0.003725023639315601,Preprocessor1_Model14
35,15,1.3279176602906614e-5,3.525726465585054e-9,sens,binary,1,5,0,Preprocessor1_Model14
27,10,3.811193844955335e-9,0.03348632060233753,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model15
27,10,3.811193844955335e-9,0.03348632060233753,kap,binary,0,5,0,Preprocessor1_Model15
27,10,3.811193844955335e-9,0.03348632060233753,roc_auc,binary,0.5,5,0,Preprocessor1_Model15
27,10,3.811193844955335e-9,0.03348632060233753,sens,binary,1,5,0,Preprocessor1_Model15
5,8,1.8314973818419878e-9,5.689615318649999,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model16
5,8,1.8314973818419878e-9,5.689615318649999,kap,binary,0,5,0,Preprocessor1_Model16
5,8,1.8314973818419878e-9,5.689615318649999,roc_auc,binary,0.5,5,0,Preprocessor1_Model16
5,8,1.8314973818419878e-9,5.689615318649999,sens,binary,1,5,0,Preprocessor1_Model16
25,10,0.0013546896078159064,0.03267036804320351,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model17
25,10,0.0013546896078159064,0.03267036804320351,kap,binary,0,5,0,Preprocessor1_Model17
25,10,0.0013546896078159064,0.03267036804320351,roc_auc,binary,0.6277654528864487,5,0.005666276856428651,Preprocessor1_Model17
25,10,0.0013546896078159064,0.03267036804320351,sens,binary,1,5,0,Preprocessor1_Model17
7,5,8.645693666072897e-10,2.547041760969686e-9,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model18
7,5,8.645693666072897e-10,2.547041760969686e-9,kap,binary,0,5,0,Preprocessor1_Model18
7,5,8.645693666072897e-10,2.547041760969686e-9,roc_auc,binary,0.5,5,0,Preprocessor1_Model18
7,5,8.645693666072897e-10,2.547041760969686e-9,sens,binary,1,5,0,Preprocessor1_Model18
9,10,5.1067368876299724e-8,1.1266154875568692,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model19
9,10,5.1067368876299724e-8,1.1266154875568692,kap,binary,0,5,0,Preprocessor1_Model19
9,10,5.1067368876299724e-8,1.1266154875568692,roc_auc,binary,0.601577705965415,5,0.0028699896338990364,Preprocessor1_Model19
9,10,5.1067368876299724e-8,1.1266154875568692,sens,binary,1,5,0,Preprocessor1_Model19
28,9,4.208210934246614e-6,4.095224573717591e-5,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model20
28,9,4.208210934246614e-6,4.095224573717591e-5,kap,binary,0,5,0,Preprocessor1_Model20
28,9,4.208210934246614e-6,4.095224573717591e-5,roc_auc,binary,0.6061150820124586,5,0.002763944347998775,Preprocessor1_Model20
28,9,4.208210934246614e-6,4.095224573717591e-5,sens,binary,1,5,0,Preprocessor1_Model20
